team_id,team_name,country_id,country_name
103,Norwich,4,england
104,Blackburn,4,england
105,Crystal Palace,4,england
106,Bolton,4,england
107,Burnley,4,england
108,Fulham,4,england
109,Crewe,4,england
110,Gillingham,4,england
111,Stockport,4,england
112,Grimsby,4,england
113,Preston,4,england
114,Huddersfield,4,england
115,Watford,4,england
117,West Brom,4,england
118,QPR,4,england
119,Birmingham,4,england
120,Sheffield United,4,england
121,Portsmouth,4,england
122,Wimbledon,4,england
123,Tranmere,4,england
124,Wolves,4,england
125,Sheffield Weds,4,england
126,Bristol Rvs,4,england
127,Bournemouth,4,england
128,Cambridge,4,england
129,Bury,4,england
130,Luton,4,england
131,Notts County,4,england
132,Millwall,4,england
133,Reading,4,england
134,Northampton,4,england
135,Brentford,4,england
136,Oldham,4,england
137,Port Vale,4,england
138,Oxford,4,england
139,Peterboro,4,england
140,Rotherham,4,england
141,Walsall,4,england
142,Stoke,4,england
143,Wycombe,4,england
144,Swansea,4,england
145,Wigan,4,england
146,Swindon,4,england
147,Colchester,4,england
148,Wrexham,4,england
149,Bristol City,4,england
150,Barnet,4,england
151,Shrewsbury,4,england
152,Blackpool,4,england
153,Hull,4,england
154,Carlisle,4,england
155,Halifax,4,england
156,Cheltenham,4,england
157,Mansfield,4,england
158,Chesterfield,4,england
159,York,4,england
160,Exeter,4,england
161,Cardiff,4,england
162,Kidderminster,4,england
163,Torquay,4,england
164,Lincoln,4,england
165,Hartlepool,4,england
166,Macclesfield,4,england
167,Scunthorpe,4,england
168,Plymouth,4,england
169,Leyton Orient,4,england
170,Rochdale,4,england
171,Darlington,4,england
172,Southend,4,england
173,Brighton,4,england
174,Rushden & D,4,england
175,Boston,4,england
176,Doncaster,4,england
177,Yeovil,4,england
178,Milton Keynes Dons,4,england
179,Chester,4,england
180,Accrington,4,england
181,Canvey Island,4,england
182,Aldershot,4,england
183,Tamworth,4,england
184,Burton,4,england
185,Grays,4,england
186,Dag and Red,4,england
187,Southport,4,england
188,Forest Green,4,england
189,Gravesend,4,england
190,Hereford,4,england
191,Scarborough,4,england
192,Woking,4,england
193,Morecambe,4,england
194,Stevenage,4,england
195,Altrincham,4,england
196,Crawley Town,4,england
197,Northwich,4,england
198,Stafford Rangers,4,england
199,St. Albans,4,england
200,Weymouth,4,england
201,Droylsden,4,england
202,Salisbury,4,england
203,Ebbsfleet,4,england
204,Farsley,4,england
205,Histon,4,england
206,Barrow,4,england
207,Eastbourne Borough,4,england
208,Kettering Town,4,england
209,Lewes,4,england
211,Gateshead,4,england
212,Hayes & Yeading,4,england
213,Newport County,4,england
214,Bath City,4,england
215,Fleetwood Town,4,england
216,Braintree Town,4,england
217,Alfreton Town,4,england
218,AFC Telford United,4,england
220,Hyde United,4,england
221,Dartford,4,england
222,Nuneaton Town,4,england
223,Welling United,4,england
224,Dover Athletic,4,england
225,Eastleigh,4,england
226,Boreham Wood,4,england
227,Bromley,4,england
228,Guiseley,4,england
229,Fylde,4,england
230,Maidstone,4,england
231,Maidenhead,4,england
232,Sutton,4,england
233,Solihull,4,england
234,Salford,4,england
235,Chorley,4,england
236,Harrogate,4,england
237,Dorking,4,england
238,Wealdstone,4,england
239,Oxford City,4,england
240,Boston Utd,4,england
241,Brackley Town,4,england
242,Truro,4,england
243,HJK,5,finland
244,Mariehamn,5,finland
245,Honka,5,finland
246,VPS,5,finland
247,KuPS,5,finland
248,JJK Jyvaskyla,5,finland
249,Lahti,5,finland
250,Haka,5,finland
251,TPS,5,finland
252,MyPa,5,finland
253,Jaro,5,finland
254,Inter Turku,5,finland
255,Rovaniemi,5,finland
256,SJK,5,finland
257,KTP,5,finland
258,Ilves,5,finland
259,HIFK,5,finland
260,PK-35 Vantaa,5,finland
261,PS Kemi,5,finland
262,KPV Kokkola,5,finland
263,AC Oulu,5,finland
264,Gnistan,5,finland
265,Ekenas,5,finland
266,Marseille,6,france
267,Troyes,6,france
268,Paris SG,6,france
269,Strasbourg,6,france
270,Auxerre,6,france
271,Sedan,6,france
272,Bordeaux,6,france
273,Metz,6,france
274,Guingamp,6,france
275,St Etienne,6,france
276,Lille,6,france
277,Monaco,6,france
278,Lyon,6,france
279,Rennes,6,france
280,Nantes,6,france
281,Lens,6,france
282,Toulouse,6,france
283,Bastia,6,france
284,Wasquehal,6,france
285,Nancy,6,france
286,Ajaccio,6,france
287,Le Mans,6,france
